Date,Location,New Cases,New Deaths,New Recovered,Island,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
10/27/2020,Sulawesi Selatan,188,0,365,Sulawesi,46717,9426885,201.78,19.94,1920.04,0,0.0248,0.8873,13.43,1
10/27/2020,Sulawesi Tengah,17,0,13,Sulawesi,61841,2955567,47.79,5.75,283.53,0,0.0394,0.7196,4.25,1
10/27/2020,Sulawesi Tenggara,40,1,56,Sulawesi,38068,2635461,69.23,15.18,1788.3,0.38,0.017,0.7314,4,
10/27/2020,Sulawesi Utara,11,2,25,Sulawesi,13892,2641884,190.17,4.16,1984.57,0.76,0.0378,0.8461,0.5,
10/27/2020,Sumatera Barat,312,9,481,Sumatera,42013,5519245,131.37,56.53,2421.71,1.63,0.0187,0.6064,1.15,2.25
10/27/2020,Sumatera Selatan,43,1,60,Sumatera,91592,8217551,89.72,5.23,922.54,0.12,0.0542,0.8035,2.69,0.5
10/27/2020,Sumatera Utara,90,1,92,Sumatera,72981,14874889,203.82,6.05,856.68,0.07,0.0411,0.8148,0.97,0.14
10/28/2020,Aceh,74,4,0,Sumatera,57956,5247257,90.54,14.1,1398.64,0.76,0.0376,0.6797,5.69,1
10/28/2020,Bali,72,269,8184,Nusa Tenggara,5780,4216171,729.43,17.08,2748.47,63.8,0.0329,0.8981,1.11,134.5
10/28/2020,Banten,170,4,100,Jawa,9663,10722374,1109.64,15.85,856.71,0.37,0.0297,0.8726,1.37,0.8
10/28/2020,Bengkulu,23,0,3,Sumatera,19919,1999539,100.38,11.5,520.12,0,0.0462,0.7577,1.05,1
10/28/2020,DKI Jakarta,844,17,1060,Jawa,664,10846145,16334.31,77.82,9544.68,1.57,0.0214,0.873,1.08,1.55
10/28/2020,Daerah Istimewa Yogyakarta,45,1,41,Jawa,3133,3631015,1158.9,12.39,1008.53,0.28,0.0246,0.822,1.1,1
10/28/2020,Gorontalo,2,0,0,Sulawesi,11257,1180651,104.88,1.69,2546.05,0,0.0279,0.9438,1,1
10/28/2020,Jambi,32,1,32,Sumatera,50058,3493357,69.79,9.16,340.07,0.29,0.021,0.4865,4.57,1
10/28/2020,Jawa Barat,427,10,492,Jawa,35378,45161325,1276.55,9.45,825.11,0.22,0.0202,0.7001,1.01,0.59
10/28/2020,Jawa Tengah,319,10,326,Jawa,32801,36364072,1108.64,8.77,983.03,0.27,0.057,0.8312,1.02,0.83
10/28/2020,Jawa Timur,232,15,260,Jawa,47803,40479023,846.78,5.73,1279.01,0.37,0.0798,0.9216,0.81,1.36
10/28/2020,Kalimantan Barat,14,4,22,Kalimantan,147307,5422814,36.81,2.58,298.74,0.74,0.0099,0.8198,0.48,
10/28/2020,Kalimantan Selatan,69,2,80,Kalimantan,38744,4023049,103.84,17.15,2916.94,0.5,0.0407,0.9029,5.75,0.67
10/28/2020,Kalimantan Tengah,4,0,17,Kalimantan,153565,2570289,16.74,1.56,1668.29,0,0.0352,0.885,0.4,1
10/28/2020,Kalimantan Timur,214,1,92,Kalimantan,129067,3552191,27.52,60.24,3817.64,0.28,0.0347,0.7583,1.74,0.25
10/28/2020,Kalimantan Utara,14,0,7,Kalimantan,75468,648407,8.59,21.59,1241.5,0,0.0087,0.8435,1.56,1
10/28/2020,Kepulauan Bangka Belitung,7,0,15,Sumatera,16424,1379767,84.01,5.07,416.01,0,0.0122,0.8902,0.58,1
10/28/2020,Kepulauan Riau,135,1,22,Sumatera,8202,1929400,235.24,69.97,1937.39,0.52,0.0246,0.6811,1.31,
10/28/2020,Lampung,43,2,39,Sumatera,34624,9095591,262.7,4.73,190.09,0.22,0.0411,0.5714,1.08,0.5
10/28/2020,Maluku,13,0,39,Maluku,46914,1847097,39.37,7.04,2049.16,0,0.0127,0.8354,0.39,0
10/28/2020,Maluku Utara,3,1,0,Maluku,31983,1307803,40.89,2.29,1679.15,0.76,0.0342,0.878,3,
10/28/2020,Nusa Tenggara Barat,27,0,32,Nusa Tenggara,18572,5270247,283.77,5.12,747.59,0,0.0556,0.817,0.93,1
10/28/2020,Nusa Tenggara Timur,2,0,14,Nusa Tenggara,48718,5411321,111.07,0.37,123.63,0,0.0105,0.6921,0.14,1
10/28/2020,Papua,125,5,39,Papua,319036,4340348,13.6,28.8,2052.83,1.15,0.015,0.5224,,
10/28/2020,Papua Barat,106,2,118,Papua,102955,1140701,11.08,92.93,3576.75,1.75,0.0159,0.8529,1.28,
10/28/2020,Riau,249,6,265,Sumatera,87024,6074100,69.8,40.99,2345.86,0.99,0.0223,0.7372,1.01,1
10/28/2020,Sulawesi Barat,3,2,0,Sulawesi,16787,1559984,92.93,1.92,641.03,1.28,0.014,0.816,0.33,
10/28/2020,Sulawesi Selatan,115,2,108,Sulawesi,46717,9426885,201.78,12.2,1932.24,0.21,0.0248,0.8877,0.61,
10/28/2020,Sulawesi Tengah,10,1,10,Sulawesi,61841,2955567,47.79,3.38,286.92,0.34,0.0401,0.7229,0.59,
10/28/2020,Sulawesi Tenggara,144,0,110,Sulawesi,38068,2635461,69.23,54.64,1842.94,0,0.0165,0.7323,3.6,0
10/28/2020,Sulawesi Utara,43,2,15,Sulawesi,13892,2641884,190.17,16.28,2000.84,0.76,0.0378,0.842,3.91,1
10/28/2020,Sumatera Barat,266,4,199,Sumatera,42013,5519245,131.37,48.19,2469.9,0.72,0.0186,0.6092,0.85,0.44
10/28/2020,Sumatera Selatan,86,0,38,Sumatera,91592,8217551,89.72,10.47,933,0,0.0536,0.7994,2,0
10/28/2020,Sumatera Utara,92,2,88,Sumatera,72981,14874889,203.82,6.18,862.86,0.13,0.041,0.8158,1.02,2
10/29/2020,Aceh,34,0,1,Sumatera,57956,5247257,90.54,6.48,1405.12,0,0.0374,0.6767,0.46,0
10/29/2020,Bali,59,2,57,Nusa Tenggara,5780,4216171,729.43,13.99,2762.46,0.47,0.0329,0.8984,0.82,0.01
10/29/2020,Banten,91,4,146,Jawa,9663,10722374,1109.64,8.49,865.2,0.37,0.0299,0.8798,0.54,1
10/29/2020,Bengkulu,9,0,5,Sumatera,19919,1999539,100.38,4.5,524.62,0,0.0458,0.756,0.39,1
10/29/2020,DKI Jakarta,713,14,1084,Jawa,664,10846145,16334.31,65.74,9610.42,1.29,0.0214,0.8774,0.84,0.82
10/29/2020,Daerah Istimewa Yogyakarta,82,1,51,Jawa,3133,3631015,1158.9,22.58,1031.12,0.28,0.0243,0.8176,1.82,1
10/29/2020,Gorontalo,0,0,6,Sulawesi,11257,1180651,104.88,0,2546.05,0,0.0279,0.9458,0,1
10/29/2020,Jambi,31,0,19,Sumatera,50058,3493357,69.79,8.87,348.95,0,0.0205,0.4897,0.97,0
10/29/2020,Jawa Barat,425,2,423,Jawa,35378,45161325,1276.55,9.41,834.52,0.04,0.02,0.7034,1,0.2
10/29/2020,Jawa Tengah,368,9,234,Jawa,32801,36364072,1108.64,10.12,993.15,0.25,0.0567,0.8292,1.15,0.9
10/29/2020,Jawa Timur,242,15,282,Jawa,47803,40479023,846.78,5.98,1284.99,0.37,0.0797,0.9227,1.04,1
10/29/2020,Kalimantan Barat,13,1,0,Kalimantan,147307,5422814,36.81,2.4,301.14,0.18,0.0104,0.8132,0.93,0.25
10/29/2020,Kalimantan Selatan,32,2,43,Kalimantan,38744,4023049,103.84,7.95,2924.9,0.5,0.0408,0.9041,0.46,1
10/29/2020,Kalimantan Tengah,40,0,27,Kalimantan,153565,2570289,16.74,15.56,1683.86,0,0.0349,0.8831,10,1
10/29/2020,Kalimantan Timur,208,6,274,Kalimantan,129067,3552191,27.52,58.56,3876.2,1.69,0.0346,0.7667,0.97,6
10/29/2020,Kalimantan Utara,9,0,4,Kalimantan,75468,648407,8.59,13.88,1255.38,0,0.0086,0.8391,0.64,1
10/29/2020,Kepulauan Bangka Belitung,5,0,2,Sumatera,16424,1379767,84.01,3.62,419.64,0,0.0121,0.886,0.71,1
10/29/2020,Kepulauan Riau,163,2,23,Sumatera,8202,1929400,235.24,84.48,2021.87,1.04,0.0241,0.6585,1.21,2
10/29/2020,Lampung,28,3,46,Sumatera,34624,9095591,262.7,3.08,193.17,0.33,0.0421,0.5885,0.65,1.5
10/29/2020,Maluku,5,0,28,Maluku,46914,1847097,39.37,2.71,2051.87,0,0.0127,0.8417,0.38,1
10/29/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,1679.15,0,0.0342,0.878,0,0
10/29/2020,Nusa Tenggara Barat,10,0,31,Nusa Tenggara,18572,5270247,283.77,1.9,749.49,0,0.0554,0.8228,0.37,1
10/29/2020,Nusa Tenggara Timur,10,0,2,Nusa Tenggara,48718,5411321,111.07,1.85,125.48,0,0.0103,0.6848,5,1
10/29/2020,Papua,20,0,0,Papua,319036,4340348,13.6,4.61,2057.44,0,0.015,0.5213,0.16,0
10/29/2020,Papua Barat,8,0,16,Papua,102955,1140701,11.08,7.01,3583.76,0,0.0159,0.8552,0.08,0
10/29/2020,Riau,261,6,224,Sumatera,87024,6074100,69.8,42.97,2388.83,0.99,0.0223,0.7394,1.05,1
10/29/2020,Sulawesi Barat,0,0,0,Sulawesi,16787,1559984,92.93,0,641.03,0,0.014,0.816,0,0
10/29/2020,Sulawesi Selatan,33,10,74,Sulawesi,46717,9426885,201.78,3.5,1935.74,1.06,0.0253,0.8901,0.29,5
10/29/2020,Sulawesi Tengah,7,0,11,Sulawesi,61841,2955567,47.79,2.37,289.28,0,0.0398,0.7298,0.7,0
10/29/2020,Sulawesi Tenggara,44,0,116,Sulawesi,38068,2635461,69.23,16.7,1859.64,0,0.0163,0.7494,0.31,1
10/29/2020,Sulawesi Utara,65,1,36,Sulawesi,13892,2641884,190.17,24.6,2025.45,0.38,0.0376,0.8385,1.51,0.5
10/29/2020,Sumatera Barat,345,9,553,Sumatera,42013,5519245,131.37,62.51,2532.41,1.63,0.0188,0.6337,1.3,2.25
10/29/2020,Sumatera Selatan,77,2,138,Sumatera,91592,8217551,89.72,9.37,942.37,0.24,0.0533,0.8093,0.9,
10/29/2020,Sumatera Utara,83,2,82,Sumatera,72981,14874889,203.82,5.58,868.44,0.13,0.0409,0.8169,0.9,1
10/30/2020,Aceh,21,2,0,Sumatera,57956,5247257,90.54,4,1409.12,0.38,0.0376,0.6747,0.62,
10/30/2020,Bali,65,3,105,Nusa Tenggara,5780,4216171,729.43,15.42,2777.88,0.71,0.033,0.9024,1.1,1.5
10/30/2020,Banten,107,3,114,Jawa,9663,10722374,1109.64,9.98,875.18,0.28,0.0298,0.8819,1.18,0.75
10/30/2020,Bengkulu,32,0,10,Sumatera,19919,1999539,100.38,16,540.62,0,0.0444,0.7428,3.56,1
10/30/2020,DKI Jakarta,612,14,1081,Jawa,664,10846145,16334.31,56.43,9666.84,1.29,0.0214,0.8826,0.86,1
10/30/2020,Daerah Istimewa Yogyakarta,59,1,60,Jawa,3133,3631015,1158.9,16.25,1047.37,0.28,0.0242,0.8207,0.72,1
10/30/2020,Gorontalo,10,0,2,Sulawesi,11257,1180651,104.88,8.47,2554.52,0,0.0279,0.9433,,1
10/30/2020,Jambi,11,0,14,Sumatera,50058,3493357,69.79,3.15,352.1,0,0.0203,0.4967,0.35,1
10/30/2020,Jawa Barat,354,4,452,Jawa,35378,45161325,1276.55,7.84,842.36,0.09,0.02,0.7087,0.83,2
10/30/2020,Jawa Tengah,196,14,288,Jawa,32801,36364072,1108.64,5.39,998.54,0.38,0.0568,0.8327,0.53,1.56
10/30/2020,Jawa Timur,218,46,542,Jawa,47803,40479023,846.78,5.39,1290.37,1.14,0.0802,0.9292,0.9,3.07
10/30/2020,Kalimantan Barat,17,3,5,Kalimantan,147307,5422814,36.81,3.13,304.27,0.55,0.0121,0.8079,1.31,3
10/30/2020,Kalimantan Selatan,44,1,59,Kalimantan,38744,4023049,103.84,10.94,2935.83,0.25,0.0407,0.9057,1.38,0.5
10/30/2020,Kalimantan Tengah,11,0,36,Kalimantan,153565,2570289,16.74,4.28,1688.14,0,0.0348,0.8891,0.28,1
10/30/2020,Kalimantan Timur,205,1,254,Kalimantan,129067,3552191,27.52,57.71,3933.91,0.28,0.0342,0.7737,0.99,0.17
10/30/2020,Kalimantan Utara,7,0,0,Kalimantan,75468,648407,8.59,10.8,1266.18,0,0.0085,0.8319,0.78,1
10/30/2020,Kepulauan Bangka Belitung,3,0,0,Sumatera,16424,1379767,84.01,2.17,421.81,0,0.012,0.8814,0.6,1
10/30/2020,Kepulauan Riau,67,1,35,Sumatera,8202,1929400,235.24,34.73,2056.6,0.52,0.0239,0.6563,0.41,0.5
10/30/2020,Lampung,37,1,25,Sumatera,34624,9095591,262.7,4.07,197.24,0.11,0.0418,0.5903,1.32,0.33
10/30/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,2051.87,0,0.0127,0.8417,0,1
10/30/2020,Maluku Utara,3,0,0,Maluku,31983,1307803,40.89,2.29,1681.45,0,0.0341,0.8768,,1
10/30/2020,Nusa Tenggara Barat,16,1,4,Nusa Tenggara,18572,5270247,283.77,3.04,752.53,0.19,0.0555,0.8205,1.6,
10/30/2020,Nusa Tenggara Timur,0,0,33,Nusa Tenggara,48718,5411321,111.07,0,125.48,0,0.0103,0.7334,0,1
10/30/2020,Papua,62,0,0,Papua,319036,4340348,13.6,14.28,2071.72,0,0.0149,0.5177,3.1,1
10/30/2020,Papua Barat,48,0,0,Papua,102955,1140701,11.08,42.08,3625.84,0,0.0157,0.8453,6,1
10/30/2020,Riau,161,6,247,Sumatera,87024,6074100,69.8,26.51,2415.34,0.99,0.0225,0.7481,0.62,1
10/30/2020,Sulawesi Barat,27,0,7,Sulawesi,16787,1559984,92.93,17.31,658.34,0,0.0136,0.8014,,1
10/30/2020,Sulawesi Selatan,43,1,99,Sulawesi,46717,9426885,201.78,4.56,1940.3,0.11,0.0253,0.8934,1.3,0.1
10/30/2020,Sulawesi Tengah,0,0,4,Sulawesi,61841,2955567,47.79,0,289.28,0,0.0398,0.7345,0,1
10/30/2020,Sulawesi Tenggara,25,1,80,Sulawesi,38068,2635461,69.23,9.49,1869.12,0.38,0.0164,0.7619,0.57,
10/30/2020,Sulawesi Utara,39,0,36,Sulawesi,13892,2641884,190.17,14.76,2040.21,0,0.0373,0.8391,0.6,0
10/30/2020,Sumatera Barat,301,7,1176,Sumatera,42013,5519245,131.37,54.54,2586.95,1.27,0.0189,0.7027,0.87,0.78
10/30/2020,Sumatera Selatan,43,0,32,Sumatera,91592,8217551,89.72,5.23,947.61,0,0.053,0.8089,0.56,0
10/30/2020,Sumatera Utara,89,1,74,Sumatera,72981,14874889,203.82,5.98,874.43,0.07,0.0407,0.817,1.07,0.5
10/31/2020,Aceh,11,1,0,Sumatera,57956,5247257,90.54,2.1,1411.21,0.19,0.0377,0.6737,0.52,0.5
10/31/2020,Bali,52,2,63,Nusa Tenggara,5780,4216171,729.43,12.33,2790.21,0.47,0.033,0.9038,0.8,0.67
10/31/2020,Banten,85,1,76,Jawa,9663,10722374,1109.64,7.93,883.11,0.09,0.0297,0.882,0.79,0.33
10/31/2020,Bengkulu,0,1,0,Sumatera,19919,1999539,100.38,0,540.62,0.5,0.0453,0.7428,0,
10/31/2020,DKI Jakarta,750,19,1047,Jawa,664,10846145,16334.31,69.15,9735.99,1.75,0.0215,0.8862,1.23,1.36
10/31/2020,Daerah Istimewa Yogyakarta,32,1,23,Jawa,3133,3631015,1158.9,8.81,1056.18,0.28,0.0243,0.8198,0.54,1
10/31/2020,Gorontalo,0,0,5,Sulawesi,11257,1180651,104.88,0,2554.52,0,0.0279,0.945,0,1
10/31/2020,Jambi,0,0,12,Sumatera,50058,3493357,69.79,0,352.1,0,0.0203,0.5065,0,1
10/31/2020,Jawa Barat,469,3,368,Jawa,35378,45161325,1276.55,10.38,852.74,0.07,0.0198,0.7097,1.32,0.75
10/31/2020,Jawa Tengah,617,11,277,Jawa,32801,36364072,1108.64,16.97,1015.51,0.3,0.0561,0.8263,3.15,0.79
10/31/2020,Jawa Timur,225,22,277,Jawa,47803,40479023,846.78,5.56,1295.93,0.54,0.0803,0.9305,1.03,0.48
10/31/2020,Kalimantan Barat,5,0,5,Kalimantan,147307,5422814,36.81,0.92,305.19,0,0.0121,0.8085,0.29,0
10/31/2020,Kalimantan Selatan,48,3,78,Kalimantan,38744,4023049,103.84,11.93,2947.76,0.75,0.0408,0.9086,1.09,3
10/31/2020,Kalimantan Tengah,5,0,25,Kalimantan,153565,2570289,16.74,1.95,1690.08,0,0.0348,0.8939,0.45,1
10/31/2020,Kalimantan Timur,116,10,269,Kalimantan,129067,3552191,27.52,32.66,3966.57,2.82,0.0346,0.7864,0.57,10
10/31/2020,Kalimantan Utara,1,0,18,Kalimantan,75468,648407,8.59,1.54,1267.72,0,0.0085,0.8528,0.14,1
10/31/2020,Kepulauan Bangka Belitung,2,0,12,Sumatera,16424,1379767,84.01,1.45,423.26,0,0.012,0.899,0.67,1
10/31/2020,Kepulauan Riau,40,0,56,Sumatera,8202,1929400,235.24,20.73,2077.33,0,0.0237,0.6637,0.6,0
10/31/2020,Lampung,31,2,0,Sumatera,34624,9095591,262.7,3.41,200.65,0.22,0.0422,0.5803,0.84,2
10/31/2020,Maluku,62,0,46,Maluku,46914,1847097,39.37,33.57,2085.43,0,0.0125,0.8401,,1
10/31/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,1681.45,0,0.0341,0.8768,0,1
10/31/2020,Nusa Tenggara Barat,6,1,3,Nusa Tenggara,18572,5270247,283.77,1.14,753.66,0.19,0.0556,0.82,0.38,1
10/31/2020,Nusa Tenggara Timur,2,0,0,Nusa Tenggara,48718,5411321,111.07,0.37,125.85,0,0.0103,0.7313,,1
10/31/2020,Papua,45,0,0,Papua,319036,4340348,13.6,10.37,2082.09,0,0.0148,0.5151,0.73,1
10/31/2020,Papua Barat,13,0,108,Papua,102955,1140701,11.08,11.4,3637.24,0,0.0157,0.8686,0.27,1
10/31/2020,Riau,127,5,231,Sumatera,87024,6074100,69.8,20.91,2436.25,0.82,0.0226,0.7573,0.79,0.83
10/31/2020,Sulawesi Barat,2,0,3,Sulawesi,16787,1559984,92.93,1.28,659.62,0,0.0136,0.8027,0.07,1
10/31/2020,Sulawesi Selatan,9,3,62,Sulawesi,46717,9426885,201.78,0.95,1941.26,0.32,0.0254,0.8964,0.21,3
10/31/2020,Sulawesi Tengah,2,0,18,Sulawesi,61841,2955567,47.79,0.68,289.96,0,0.0397,0.7538,,1
10/31/2020,Sulawesi Tenggara,24,1,91,Sulawesi,38068,2635461,69.23,9.11,1878.23,0.38,0.0166,0.7766,0.96,1
10/31/2020,Sulawesi Utara,19,4,24,Sulawesi,13892,2641884,190.17,7.19,2047.4,1.51,0.0379,0.8406,0.49,
10/31/2020,Sumatera Barat,252,5,261,Sumatera,42013,5519245,131.37,45.66,2632.61,0.91,0.0189,0.7085,0.84,0.71
10/31/2020,Sumatera Selatan,62,1,36,Sumatera,91592,8217551,89.72,7.54,955.15,0.12,0.0527,0.8071,1.44,
10/31/2020,Sumatera Utara,93,4,88,Sumatera,72981,14874889,203.82,6.25,880.68,0.27,0.0407,0.8179,1.04,4
11/1/2020,Aceh,20,0,0,Sumatera,57956,5247257,90.54,3.81,1415.03,0,0.0376,0.6719,1.82,0
11/1/2020,Bali,57,2,53,Nusa Tenggara,5780,4216171,729.43,13.52,2803.73,0.47,0.033,0.9039,1.1,1
11/1/2020,Banten,90,2,59,Jawa,9663,10722374,1109.64,8.39,891.5,0.19,0.0296,0.8799,1.06,2
11/1/2020,Bengkulu,1,0,0,Sumatera,19919,1999539,100.38,0.5,541.12,0,0.0453,0.7421,,0
11/1/2020,DKI Jakarta,608,19,1474,Jawa,664,10846145,16334.31,56.06,9792.05,1.75,0.0215,0.895,0.81,1
11/1/2020,Daerah Istimewa Yogyakarta,16,0,13,Jawa,3133,3631015,1158.9,4.41,1060.58,0,0.0241,0.8198,0.5,0
11/1/2020,Gorontalo,4,0,1,Sulawesi,11257,1180651,104.88,3.39,2557.91,0,0.0278,0.944,,1
11/1/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,352.1,0,0.0203,0.5065,1,1
11/1/2020,Jawa Barat,239,2,584,Jawa,35378,45161325,1276.55,5.29,858.04,0.04,0.0197,0.7204,0.51,0.67
11/1/2020,Jawa Tengah,462,10,328,Jawa,32801,36364072,1108.64,12.7,1028.21,0.27,0.0557,0.8248,0.75,0.91
11/1/2020,Jawa Timur,627,23,345,Jawa,47803,40479023,846.78,15.49,1311.42,0.57,0.0798,0.926,2.79,1.05
11/1/2020,Kalimantan Barat,22,1,0,Kalimantan,147307,5422814,36.81,4.06,309.25,0.18,0.0125,0.7979,4.4,
11/1/2020,Kalimantan Selatan,25,2,75,Kalimantan,38744,4023049,103.84,6.21,2953.98,0.5,0.0409,0.913,0.52,0.67
11/1/2020,Kalimantan Tengah,0,0,0,Kalimantan,153565,2570289,16.74,0,1690.08,0,0.0348,0.8939,0,1
11/1/2020,Kalimantan Timur,168,5,185,Kalimantan,129067,3552191,27.52,47.29,4013.86,1.41,0.0346,0.7901,1.45,0.5
11/1/2020,Kalimantan Utara,4,0,15,Kalimantan,75468,648407,8.59,6.17,1273.89,0,0.0085,0.8668,4,1
11/1/2020,Kepulauan Bangka Belitung,4,0,2,Sumatera,16424,1379767,84.01,2.9,426.16,0,0.0119,0.8963,2,1
11/1/2020,Kepulauan Riau,17,0,3,Sumatera,8202,1929400,235.24,8.81,2086.14,0,0.0236,0.6616,0.43,1
11/1/2020,Lampung,26,2,74,Sumatera,34624,9095591,262.7,2.86,203.51,0.22,0.0427,0.6121,0.84,1
11/1/2020,Maluku,11,0,0,Maluku,46914,1847097,39.37,5.96,2091.39,0,0.0124,0.8377,0.18,1
11/1/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,1681.45,0,0.0341,0.8768,1,1
11/1/2020,Nusa Tenggara Barat,24,0,5,Nusa Tenggara,18572,5270247,283.77,4.55,758.22,0,0.0553,0.8163,4,0
11/1/2020,Nusa Tenggara Timur,9,0,1,Nusa Tenggara,48718,5411321,111.07,1.66,127.51,0,0.0101,0.7232,4.5,1
11/1/2020,Papua,0,0,0,Papua,319036,4340348,13.6,0,2082.09,0,0.0148,0.5151,0,1
11/1/2020,Papua Barat,40,1,55,Papua,102955,1140701,11.08,35.07,3672.3,0.88,0.0158,0.8735,3.08,
11/1/2020,Riau,25,2,164,Sumatera,87024,6074100,69.8,4.12,2440.36,0.33,0.0227,0.7671,0.2,0.4
11/1/2020,Sulawesi Barat,7,0,14,Sulawesi,16787,1559984,92.93,4.49,664.11,0,0.0135,0.8108,3.5,1
11/1/2020,Sulawesi Selatan,29,0,101,Sulawesi,46717,9426885,201.78,3.08,1944.33,0,0.0254,0.9005,3.22,0
11/1/2020,Sulawesi Tengah,19,0,5,Sulawesi,61841,2955567,47.79,6.43,296.39,0,0.0388,0.7432,9.5,1
11/1/2020,Sulawesi Tenggara,120,0,85,Sulawesi,38068,2635461,69.23,45.53,1923.76,0,0.0162,0.775,5,0
11/1/2020,Sulawesi Utara,21,0,24,Sulawesi,13892,2641884,190.17,7.95,2055.35,0,0.0378,0.8418,1.11,0
11/1/2020,Sumatera Barat,223,6,244,Sumatera,42013,5519245,131.37,40.4,2673.01,1.09,0.019,0.7143,0.88,1.2
11/1/2020,Sumatera Selatan,54,10,66,Sumatera,91592,8217551,89.72,6.57,961.72,1.22,0.0537,0.8099,0.87,10
11/1/2020,Sumatera Utara,91,3,72,Sumatera,72981,14874889,203.82,6.12,886.8,0.2,0.0406,0.8178,0.98,0.75
11/2/2020,Aceh,30,0,137,Sumatera,57956,5247257,90.54,5.72,1420.74,0,0.0374,0.6876,1.5,1
11/2/2020,Bali,25,1,82,Nusa Tenggara,5780,4216171,729.43,5.93,2809.66,0.24,0.033,0.9089,0.44,0.5
11/2/2020,Banten,74,1,69,Jawa,9663,10722374,1109.64,6.9,898.4,0.09,0.0295,0.8803,0.82,0.5
11/2/2020,Bengkulu,5,3,30,Sumatera,19919,1999539,100.38,2.5,543.63,1.5,0.0478,0.7663,5,
11/2/2020,DKI Jakarta,1024,18,1058,Jawa,664,10846145,16334.31,94.41,9886.46,1.66,0.0215,0.8964,1.68,0.95
11/2/2020,Daerah Istimewa Yogyakarta,32,1,49,Jawa,3133,3631015,1158.9,8.81,1069.4,0.28,0.0242,0.8257,2,
11/2/2020,Gorontalo,0,0,6,Sulawesi,11257,1180651,104.88,0,2557.91,0,0.0278,0.946,0,1
11/2/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,352.1,0,0.0203,0.5065,1,1
11/2/2020,Jawa Barat,325,13,375,Jawa,35378,45161325,1276.55,7.2,865.23,0.29,0.0199,0.724,1.36,6.5
11/2/2020,Jawa Tengah,248,13,356,Jawa,32801,36364072,1108.64,6.82,1035.03,0.36,0.0557,0.8288,0.54,1.3
11/2/2020,Jawa Timur,284,12,291,Jawa,47803,40479023,846.78,7.02,1318.44,0.3,0.0796,0.9265,0.45,0.52
11/2/2020,Kalimantan Barat,0,0,0,Kalimantan,147307,5422814,36.81,0,309.25,0,0.0125,0.7979,0,0
11/2/2020,Kalimantan Selatan,12,0,25,Kalimantan,38744,4023049,103.84,2.98,2956.96,0,0.0409,0.9142,0.48,0
11/2/2020,Kalimantan Tengah,37,2,25,Kalimantan,153565,2570289,16.74,14.4,1704.48,0.78,0.0349,0.892,,
11/2/2020,Kalimantan Timur,86,2,251,Kalimantan,129067,3552191,27.52,24.21,4038.07,0.56,0.0345,0.8028,0.51,0.4
11/2/2020,Kalimantan Utara,3,1,6,Kalimantan,75468,648407,8.59,4.63,1278.52,1.54,0.0097,0.8709,0.75,
11/2/2020,Kepulauan Bangka Belitung,5,0,7,Sumatera,16424,1379767,84.01,3.62,429.78,0,0.0118,0.9005,1.25,1
11/2/2020,Kepulauan Riau,22,0,107,Sumatera,8202,1929400,235.24,11.4,2097.54,0,0.0235,0.6845,1.29,1
11/2/2020,Lampung,33,0,1,Sumatera,34624,9095591,262.7,3.63,207.13,0,0.0419,0.6019,1.27,0
11/2/2020,Maluku,0,0,35,Maluku,46914,1847097,39.37,0,2091.39,0,0.0124,0.8468,0,1
11/2/2020,Maluku Utara,33,0,18,Maluku,31983,1307803,40.89,25.23,1706.68,0,0.0336,0.8719,,1
11/2/2020,Nusa Tenggara Barat,2,1,9,Nusa Tenggara,18572,5270247,283.77,0.38,758.6,0.19,0.0555,0.8182,0.08,
11/2/2020,Nusa Tenggara Timur,4,0,1,Nusa Tenggara,48718,5411321,111.07,0.74,128.25,0,0.0101,0.7205,0.44,1
11/2/2020,Papua,0,0,0,Papua,319036,4340348,13.6,0,2082.09,0,0.0148,0.5151,1,1
11/2/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,3672.3,0,0.0158,0.8735,0,0
11/2/2020,Riau,9,2,156,Sumatera,87024,6074100,69.8,1.48,2441.84,0.33,0.0229,0.7772,0.36,1
11/2/2020,Sulawesi Barat,0,0,1,Sulawesi,16787,1559984,92.93,0,664.11,0,0.0135,0.8118,0,1
11/2/2020,Sulawesi Selatan,2,1,57,Sulawesi,46717,9426885,201.78,0.21,1944.54,0.11,0.0254,0.9035,0.07,
11/2/2020,Sulawesi Tengah,2,2,20,Sulawesi,61841,2955567,47.79,0.68,297.07,0.68,0.041,0.7642,0.11,
11/2/2020,Sulawesi Tenggara,3,1,85,Sulawesi,38068,2635461,69.23,1.14,1924.9,0.38,0.0164,0.7912,0.03,
11/2/2020,Sulawesi Utara,24,1,19,Sulawesi,13892,2641884,190.17,9.08,2064.44,0.38,0.0378,0.8416,1.14,
