Date,Location,New Cases,New Deaths,New Recovered,Island,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/7/2021,Gorontalo,2,1,0,Sulawesi,11257,1180651,104.88,1.69,4120.61,0.85,0.0284,0.9112,0.15,1
3/7/2021,Jambi,20,1,15,Sumatera,50058,3493357,69.79,5.73,1611.92,0.29,0.0137,0.764,1.18,
3/7/2021,Jawa Barat,1484,4,645,Jawa,35378,45161325,1276.55,32.86,4963.14,0.09,0.0124,0.8416,1.21,1
3/7/2021,Jawa Tengah,394,2,572,Jawa,32801,36364072,1108.64,10.83,4357.6,0.05,0.0432,0.68,0.67,0.25
3/7/2021,Jawa Timur,328,17,379,Jawa,47803,40479023,846.78,8.1,3264.95,0.42,0.0697,0.8851,0.83,0.68
3/7/2021,Kalimantan Barat,67,0,20,Kalimantan,147307,5422814,36.81,12.36,904.7,0,0.0067,0.8887,0.92,1
3/7/2021,Kalimantan Selatan,196,2,136,Kalimantan,38744,4023049,103.84,48.72,5751.86,0.5,0.0322,0.872,1.15,0.33
3/7/2021,Kalimantan Tengah,118,0,21,Kalimantan,153565,2570289,16.74,45.91,5665.51,0,0.0231,0.8639,0.97,0
3/7/2021,Kalimantan Timur,350,9,398,Kalimantan,129067,3552191,27.52,98.53,16339.49,2.53,0.0235,0.8679,0.88,2.25
3/7/2021,Kalimantan Utara,29,2,11,Kalimantan,75468,648407,8.59,44.72,15525.74,3.08,0.0152,0.7717,0.48,
3/7/2021,Kepulauan Bangka Belitung,37,3,56,Sumatera,16424,1379767,84.01,26.82,5548.04,2.17,0.0152,0.9204,0.49,3
3/7/2021,Kepulauan Riau,13,0,17,Sumatera,8202,1929400,235.24,6.74,4554.27,0,0.025,0.9563,1,1
3/7/2021,Lampung,48,0,51,Sumatera,34624,9095591,262.7,5.28,1419.04,0,0.0518,0.8819,1.17,1
3/7/2021,Maluku,2,0,10,Maluku,46914,1847097,39.37,1.08,3853.61,0,0.015,0.9056,0.05,1
3/7/2021,Maluku Utara,10,0,0,Maluku,31983,1307803,40.89,7.65,3105.97,0,0.0278,0.8506,0.83,1
3/7/2021,Nusa Tenggara Barat,16,0,1,Nusa Tenggara,18572,5270247,283.77,3.04,1683.03,0,0.0382,0.8054,5.33,0
3/7/2021,Nusa Tenggara Timur,43,1,55,Nusa Tenggara,48718,5411321,111.07,7.95,1842.62,0.18,0.0282,0.7613,0.33,0.13
3/7/2021,Papua,5,3,39,Papua,319036,4340348,13.6,1.15,4046.91,0.69,0.0126,0.544,0.09,1.5
3/7/2021,Papua Barat,15,0,43,Papua,102955,1140701,11.08,13.15,6688.87,0,0.0165,0.9178,0.34,1
3/7/2021,Riau,134,3,99,Sumatera,87024,6074100,69.8,22.06,5274.69,0.49,0.0244,0.9445,1.97,0.75
3/7/2021,Sulawesi Barat,7,1,31,Sulawesi,16787,1559984,92.93,4.49,3394.91,0.64,0.0206,0.8123,1.75,0.5
3/7/2021,Sulawesi Selatan,190,1,152,Sulawesi,46717,9426885,201.78,20.16,6102.33,0.11,0.0151,0.9279,1.14,0.25
3/7/2021,Sulawesi Tengah,38,1,16,Sulawesi,61841,2955567,47.79,12.86,3505.59,0.34,0.0255,0.8207,1.12,
3/7/2021,Sulawesi Tenggara,5,0,0,Sulawesi,38068,2635461,69.23,1.9,3831.59,0,0.0198,0.9293,2.5,1
3/7/2021,Sulawesi Utara,32,0,1,Sulawesi,13892,2641884,190.17,12.11,5728.49,0,0.033,0.7942,1.19,0
3/7/2021,Sumatera Barat,60,1,69,Sumatera,42013,5519245,131.37,10.87,5382.26,0.18,0.022,0.9417,0.65,
3/7/2021,Sumatera Selatan,65,1,3,Sumatera,91592,8217551,89.72,7.91,1982.71,0.12,0.0466,0.8664,1.12,
3/7/2021,Sumatera Utara,78,2,88,Sumatera,72981,14874889,203.82,5.24,1702.8,0.13,0.0338,0.8677,0.9,0.67
3/8/2021,Aceh,7,0,4,Sumatera,57956,5247257,90.54,1.33,1832.58,0,0.0402,0.8204,1.75,1
3/8/2021,Bali,200,5,308,Nusa Tenggara,5780,4216171,729.43,47.44,8473.8,1.19,0.0273,0.9114,1.36,1.67
3/8/2021,Banten,591,4,185,Jawa,9663,10722374,1109.64,55.12,2872.96,0.37,0.0296,1.0304,49.25,1.33
3/8/2021,Bengkulu,40,3,12,Sumatera,19919,1999539,100.38,20,2534.08,1.5,0.0296,0.9215,4,
3/8/2021,DKI Jakarta,1783,48,1675,Jawa,664,10846145,16334.31,164.39,32472.09,4.43,0.0166,0.9625,0.97,1.07
3/8/2021,Daerah Istimewa Yogyakarta,167,6,161,Jawa,3133,3631015,1158.9,45.99,8029.16,1.65,0.0245,0.8015,1.12,1.5
3/8/2021,Gorontalo,0,0,4,Sulawesi,11257,1180651,104.88,0,4120.61,0,0.0284,0.912,0,0
3/8/2021,Jambi,6,0,9,Sumatera,50058,3493357,69.79,1.72,1613.63,0,0.0137,0.7648,0.3,0
3/8/2021,Jawa Barat,1604,67,2090,Jawa,35378,45161325,1276.55,35.52,4998.66,1.48,0.0126,0.8449,1.08,16.75
3/8/2021,Jawa Tengah,871,85,2346,Jawa,32801,36364072,1108.64,23.95,4381.55,2.34,0.0435,0.691,2.21,42.5
3/8/2021,Jawa Timur,325,23,410,Jawa,47803,40479023,846.78,8.03,3272.98,0.57,0.0697,0.886,0.99,1.35
3/8/2021,Kalimantan Barat,0,0,0,Kalimantan,147307,5422814,36.81,0,904.7,0,0.0067,0.8887,0,1
3/8/2021,Kalimantan Selatan,160,2,265,Kalimantan,38744,4023049,103.84,39.77,5791.63,0.5,0.0321,0.8774,0.82,1
3/8/2021,Kalimantan Tengah,70,4,21,Kalimantan,153565,2570289,16.74,27.23,5692.75,1.56,0.0233,0.8612,0.59,
3/8/2021,Kalimantan Timur,142,7,390,Kalimantan,129067,3552191,27.52,39.98,16379.47,1.97,0.0235,0.8725,0.41,0.78
3/8/2021,Kalimantan Utara,40,1,161,Kalimantan,75468,648407,8.59,61.69,15587.43,1.54,0.0152,0.7846,1.38,0.5
3/8/2021,Kepulauan Bangka Belitung,62,1,48,Sumatera,16424,1379767,84.01,44.94,5592.97,0.72,0.0152,0.9193,1.68,0.33
3/8/2021,Kepulauan Riau,17,1,3,Sumatera,8202,1929400,235.24,8.81,4563.08,0.52,0.0251,0.9548,1.31,
3/8/2021,Lampung,53,2,79,Sumatera,34624,9095591,262.7,5.83,1424.87,0.22,0.0518,0.8844,1.1,
3/8/2021,Maluku,15,1,96,Maluku,46914,1847097,39.37,8.12,3861.74,0.54,0.0151,0.9171,7.5,
3/8/2021,Maluku Utara,17,1,0,Maluku,31983,1307803,40.89,13,3118.97,0.76,0.0279,0.847,1.7,
3/8/2021,Nusa Tenggara Barat,2,1,1,Nusa Tenggara,18572,5270247,283.77,0.38,1683.41,0.19,0.0383,0.8053,0.13,
3/8/2021,Nusa Tenggara Timur,134,4,121,Nusa Tenggara,48718,5411321,111.07,24.76,1867.38,0.74,0.0282,0.7632,3.12,4
3/8/2021,Papua,89,0,41,Papua,319036,4340348,13.6,20.51,4067.42,0,0.0126,0.5436,17.8,0
3/8/2021,Papua Barat,12,1,14,Papua,102955,1140701,11.08,10.52,6699.39,0.88,0.0166,0.9182,0.8,
3/8/2021,Riau,64,2,71,Sumatera,87024,6074100,69.8,10.54,5285.23,0.33,0.0244,0.9449,0.48,0.67
3/8/2021,Sulawesi Barat,3,0,24,Sulawesi,16787,1559984,92.93,1.92,3396.83,0,0.0206,0.8164,0.43,0
3/8/2021,Sulawesi Selatan,79,3,190,Sulawesi,46717,9426885,201.78,8.38,6110.71,0.32,0.0152,0.9299,0.42,3
3/8/2021,Sulawesi Tengah,26,0,136,Sulawesi,61841,2955567,47.79,8.8,3514.38,0,0.0254,0.8317,0.68,0
3/8/2021,Sulawesi Tenggara,9,1,25,Sulawesi,38068,2635461,69.23,3.41,3835,0.38,0.0199,0.9309,1.8,
3/8/2021,Sulawesi Utara,1,0,47,Sulawesi,13892,2641884,190.17,0.38,5728.87,0,0.033,0.7973,0.03,1
3/8/2021,Sumatera Barat,8,1,75,Sumatera,42013,5519245,131.37,1.45,5383.71,0.18,0.022,0.944,0.13,1
3/8/2021,Sumatera Selatan,65,1,78,Sumatera,91592,8217551,89.72,7.91,1990.62,0.12,0.0465,0.8677,1,1
3/8/2021,Sumatera Utara,94,3,97,Sumatera,72981,14874889,203.82,6.32,1709.12,0.2,0.0338,0.8683,1.21,1.5
3/9/2021,Aceh,26,0,26,Sumatera,57956,5247257,90.54,4.95,1837.53,0,0.0401,0.8209,3.71,1
3/9/2021,Bali,256,7,256,Nusa Tenggara,5780,4216171,729.43,60.72,8534.52,1.66,0.0273,0.9121,1.28,1.4
3/9/2021,Banten,100,3,256,Jawa,9663,10722374,1109.64,9.33,2882.29,0.28,0.0296,1.0354,0.17,0.75
3/9/2021,Bengkulu,8,0,10,Sumatera,19919,1999539,100.38,4,2538.09,0,0.0296,0.922,0.2,0
3/9/2021,DKI Jakarta,867,45,1643,Jawa,664,10846145,16334.31,79.94,32552.03,4.15,0.0167,0.9648,0.49,0.94
3/9/2021,Daerah Istimewa Yogyakarta,176,2,190,Jawa,3133,3631015,1158.9,48.47,8077.63,0.55,0.0244,0.8031,1.05,0.33
3/9/2021,Gorontalo,0,0,21,Sulawesi,11257,1180651,104.88,0,4120.61,0,0.0284,0.9163,1,1
3/9/2021,Jambi,20,1,42,Sumatera,50058,3493357,69.79,5.73,1619.36,0.29,0.0138,0.7695,3.33,
3/9/2021,Jawa Barat,1763,53,1178,Jawa,35378,45161325,1276.55,39.04,5037.7,1.17,0.0128,0.8435,1.1,0.79
3/9/2021,Jawa Tengah,900,52,1860,Jawa,32801,36364072,1108.64,24.75,4406.3,1.43,0.0435,0.6987,1.03,0.61
3/9/2021,Jawa Timur,393,22,434,Jawa,47803,40479023,846.78,9.71,3282.69,0.54,0.0696,0.8867,1.21,0.96
3/9/2021,Kalimantan Barat,50,0,44,Kalimantan,147307,5422814,36.81,9.22,913.92,0,0.0067,0.8886,,1
3/9/2021,Kalimantan Selatan,126,4,131,Kalimantan,38744,4023049,103.84,31.32,5822.95,0.99,0.0321,0.8783,0.79,2
3/9/2021,Kalimantan Tengah,133,4,81,Kalimantan,153565,2570289,16.74,51.75,5744.49,1.56,0.0234,0.8589,1.9,1
3/9/2021,Kalimantan Timur,260,6,433,Kalimantan,129067,3552191,27.52,73.19,16452.66,1.69,0.0235,0.876,1.83,0.86
3/9/2021,Kalimantan Utara,75,0,122,Kalimantan,75468,648407,8.59,115.67,15703.1,0,0.0151,0.7908,1.88,0
3/9/2021,Kepulauan Bangka Belitung,49,1,57,Sumatera,16424,1379767,84.01,35.51,5628.49,0.72,0.0152,0.9208,0.79,1
3/9/2021,Kepulauan Riau,3,0,22,Sumatera,8202,1929400,235.24,1.55,4564.63,0,0.0251,0.957,0.18,0
3/9/2021,Lampung,60,0,65,Sumatera,34624,9095591,262.7,6.6,1431.46,0,0.0515,0.8853,1.13,0
3/9/2021,Maluku,9,0,10,Maluku,46914,1847097,39.37,4.87,3866.61,0,0.0151,0.9174,0.6,0
3/9/2021,Maluku Utara,33,0,12,Maluku,31983,1307803,40.89,25.23,3144.2,0,0.0277,0.8431,1.94,0
3/9/2021,Nusa Tenggara Barat,11,0,5,Nusa Tenggara,18572,5270247,283.77,2.09,1685.5,0,0.0383,0.8049,5.5,0
3/9/2021,Nusa Tenggara Timur,136,3,173,Nusa Tenggara,48718,5411321,111.07,25.13,1892.51,0.55,0.0281,0.7699,1.01,0.75
3/9/2021,Papua,360,1,29,Papua,319036,4340348,13.6,82.94,4150.36,0.23,0.0124,0.5343,4.04,
3/9/2021,Papua Barat,57,0,43,Papua,102955,1140701,11.08,49.97,6749.36,0,0.0165,0.917,4.75,0
3/9/2021,Riau,109,3,75,Sumatera,87024,6074100,69.8,17.95,5303.17,0.49,0.0244,0.944,1.7,1.5
3/9/2021,Sulawesi Barat,6,0,10,Sulawesi,16787,1559984,92.93,3.85,3400.68,0,0.0205,0.8173,2,1
3/9/2021,Sulawesi Selatan,92,1,138,Sulawesi,46717,9426885,201.78,9.76,6120.47,0.11,0.0152,0.9308,1.16,0.33
3/9/2021,Sulawesi Tengah,55,0,122,Sulawesi,61841,2955567,47.79,18.61,3532.99,0,0.0253,0.839,2.12,1
3/9/2021,Sulawesi Tenggara,13,0,11,Sulawesi,38068,2635461,69.23,4.93,3839.94,0,0.0199,0.9308,1.44,0
3/9/2021,Sulawesi Utara,10,0,43,Sulawesi,13892,2641884,190.17,3.79,5732.65,0,0.0329,0.7996,10,1
3/9/2021,Sumatera Barat,83,2,33,Sumatera,42013,5519245,131.37,15.04,5398.75,0.36,0.022,0.9425,10.38,2
3/9/2021,Sumatera Selatan,32,2,48,Sumatera,91592,8217551,89.72,3.89,1994.51,0.24,0.0466,0.8689,0.49,2
3/9/2021,Sumatera Utara,98,6,91,Sumatera,72981,14874889,203.82,6.59,1715.71,0.4,0.0339,0.8685,1.04,2
3/10/2021,Aceh,0,0,4,Sumatera,57956,5247257,90.54,0,1837.53,0,0.0401,0.8213,0,1
3/10/2021,Bali,254,6,220,Nusa Tenggara,5780,4216171,729.43,60.24,8594.77,1.42,0.0273,0.9117,0.99,0.86
3/10/2021,Banten,138,1,159,Jawa,9663,10722374,1109.64,12.87,2895.16,0.09,0.0295,1.0359,1.38,0.33
3/10/2021,Bengkulu,9,0,10,Sumatera,19919,1999539,100.38,4.5,2542.59,0,0.0295,0.9223,1.13,1
3/10/2021,DKI Jakarta,1046,45,1477,Jawa,664,10846145,16334.31,96.44,32648.47,4.15,0.0168,0.9661,1.21,1
3/10/2021,Daerah Istimewa Yogyakarta,178,6,141,Jawa,3133,3631015,1158.9,49.02,8126.65,1.65,0.0244,0.8031,1.01,3
3/10/2021,Gorontalo,14,0,2,Sulawesi,11257,1180651,104.88,11.86,4132.47,0,0.0283,0.9141,,1
3/10/2021,Jambi,18,0,48,Sumatera,50058,3493357,69.79,5.15,1624.51,0,0.0137,0.7755,0.9,0
3/10/2021,Jawa Barat,1480,20,1407,Jawa,35378,45161325,1276.55,32.77,5070.47,0.44,0.0128,0.8442,0.84,0.38
3/10/2021,Jawa Tengah,304,32,641,Jawa,32801,36364072,1108.64,8.36,4414.66,0.88,0.0437,0.7014,0.34,0.62
3/10/2021,Jawa Timur,399,20,480,Jawa,47803,40479023,846.78,9.86,3292.54,0.49,0.0696,0.8876,1.02,0.91
3/10/2021,Kalimantan Barat,43,0,24,Kalimantan,147307,5422814,36.81,7.93,921.85,0,0.0066,0.8858,0.86,1
3/10/2021,Kalimantan Selatan,112,4,114,Kalimantan,38744,4023049,103.84,27.84,5850.79,0.99,0.0321,0.879,0.89,1
3/10/2021,Kalimantan Tengah,94,3,7,Kalimantan,153565,2570289,16.74,36.57,5781.06,1.17,0.0234,0.854,0.71,0.75
3/10/2021,Kalimantan Timur,296,8,443,Kalimantan,129067,3552191,27.52,83.33,16535.99,2.25,0.0236,0.8792,1.14,1.33
3/10/2021,Kalimantan Utara,34,1,214,Kalimantan,75468,648407,8.59,52.44,15755.54,1.54,0.0152,0.8091,0.45,
3/10/2021,Kepulauan Bangka Belitung,22,0,16,Sumatera,16424,1379767,84.01,15.94,5644.43,0,0.0152,0.9203,0.45,0
3/10/2021,Kepulauan Riau,14,0,20,Sumatera,8202,1929400,235.24,7.26,4571.89,0,0.0251,0.9577,4.67,1
3/10/2021,Lampung,58,3,160,Sumatera,34624,9095591,262.7,6.38,1437.84,0.33,0.0515,0.8936,0.97,
3/10/2021,Maluku,3,0,28,Maluku,46914,1847097,39.37,1.62,3868.23,0,0.0151,0.9209,0.33,1
3/10/2021,Maluku Utara,35,0,21,Maluku,31983,1307803,40.89,26.76,3170.97,0,0.0275,0.8411,1.06,1
3/10/2021,Nusa Tenggara Barat,25,0,99,Nusa Tenggara,18572,5270247,283.77,4.74,1690.24,0,0.0382,0.8138,2.27,1
3/10/2021,Nusa Tenggara Timur,114,0,75,Nusa Tenggara,48718,5411321,111.07,21.07,1913.58,0,0.0278,0.7687,0.84,0
3/10/2021,Papua,181,1,32,Papua,319036,4340348,13.6,41.7,4192.06,0.23,0.0123,0.5308,0.5,1
3/10/2021,Papua Barat,30,0,17,Papua,102955,1140701,11.08,26.3,6775.66,0,0.0164,0.9156,0.53,1
3/10/2021,Riau,107,2,67,Sumatera,87024,6074100,69.8,17.62,5320.79,0.33,0.0244,0.9429,0.98,0.67
3/10/2021,Sulawesi Barat,0,0,28,Sulawesi,16787,1559984,92.93,0,3400.68,0,0.0205,0.8226,0,1
3/10/2021,Sulawesi Selatan,220,2,137,Sulawesi,46717,9426885,201.78,23.34,6143.81,0.21,0.0151,0.9297,2.39,2
3/10/2021,Sulawesi Tengah,39,2,65,Sulawesi,61841,2955567,47.79,13.2,3546.19,0.68,0.0254,0.8421,0.71,
3/10/2021,Sulawesi Tenggara,5,0,3,Sulawesi,38068,2635461,69.23,1.9,3841.83,0,0.0199,0.9307,0.38,1
3/10/2021,Sulawesi Utara,23,0,5,Sulawesi,13892,2641884,190.17,8.71,5741.36,0,0.0329,0.7987,2.3,1
3/10/2021,Sumatera Barat,101,1,101,Sumatera,42013,5519245,131.37,18.3,5417.05,0.18,0.022,0.9427,1.22,0.5
3/10/2021,Sumatera Selatan,63,7,86,Sumatera,91592,8217551,89.72,7.67,2002.18,0.85,0.0468,0.8708,1.97,3.5
3/10/2021,Sumatera Utara,90,0,86,Sumatera,72981,14874889,203.82,6.05,1721.76,0,0.0338,0.8688,0.92,0
3/11/2021,Aceh,19,0,0,Sumatera,57956,5247257,90.54,3.62,1841.15,0,0.0401,0.8197,,1
3/11/2021,Bali,156,6,141,Nusa Tenggara,5780,4216171,729.43,37,8631.77,1.42,0.0273,0.9117,0.61,1
3/11/2021,Banten,49,1,184,Jawa,9663,10722374,1109.64,4.57,2899.73,0.09,0.0295,1.0402,0.36,1
3/11/2021,Bengkulu,11,0,15,Sumatera,19919,1999539,100.38,5.5,2548.09,0,0.0294,0.9233,1.22,1
3/11/2021,DKI Jakarta,1754,25,980,Jawa,664,10846145,16334.31,161.72,32810.18,2.3,0.0168,0.9641,1.68,0.56
3/11/2021,Daerah Istimewa Yogyakarta,128,1,295,Jawa,3133,3631015,1158.9,35.25,8161.91,0.28,0.0244,0.8096,0.72,0.17
3/11/2021,Gorontalo,0,1,3,Sulawesi,11257,1180651,104.88,0,4132.47,0.85,0.0285,0.9147,0,
3/11/2021,Jambi,9,0,13,Sumatera,50058,3493357,69.79,2.58,1627.09,0,0.0137,0.7766,0.5,1
3/11/2021,Jawa Barat,867,8,1490,Jawa,35378,45161325,1276.55,19.2,5089.66,0.18,0.0128,0.8475,0.59,0.4
3/11/2021,Jawa Tengah,253,13,329,Jawa,32801,36364072,1108.64,6.96,4421.62,0.36,0.0437,0.7023,0.83,0.41
3/11/2021,Jawa Timur,341,15,385,Jawa,47803,40479023,846.78,8.42,3300.97,0.37,0.0695,0.8882,0.85,0.75
3/11/2021,Kalimantan Barat,42,0,24,Kalimantan,147307,5422814,36.81,7.75,929.59,0,0.0065,0.8832,0.98,1
3/11/2021,Kalimantan Selatan,196,2,125,Kalimantan,38744,4023049,103.84,48.72,5899.51,0.5,0.0319,0.877,1.75,0.5
3/11/2021,Kalimantan Tengah,47,8,144,Kalimantan,153565,2570289,16.74,18.29,5799.35,3.11,0.0239,0.8609,0.5,2.67
3/11/2021,Kalimantan Timur,438,9,458,Kalimantan,129067,3552191,27.52,123.3,16659.3,2.53,0.0235,0.8804,1.48,1.13
3/11/2021,Kalimantan Utara,46,2,102,Kalimantan,75468,648407,8.59,70.94,15826.48,3.08,0.0153,0.8154,1.35,2
3/11/2021,Kepulauan Bangka Belitung,54,1,17,Sumatera,16424,1379767,84.01,39.14,5683.57,0.72,0.0152,0.9161,2.45,
3/11/2021,Kepulauan Riau,18,0,9,Sumatera,8202,1929400,235.24,9.33,4581.22,0,0.025,0.9568,1.29,1
3/11/2021,Lampung,46,5,22,Sumatera,34624,9095591,262.7,5.06,1442.9,0.55,0.0517,0.8922,0.79,1.67
3/11/2021,Maluku,9,0,4,Maluku,46914,1847097,39.37,4.87,3873.1,0,0.0151,0.9203,3,1
3/11/2021,Maluku Utara,0,1,3,Maluku,31983,1307803,40.89,0,3170.97,0.76,0.0277,0.8418,0,
3/11/2021,Nusa Tenggara Barat,0,0,6,Nusa Tenggara,18572,5270247,283.77,0,1690.24,0,0.0382,0.8144,0,1
3/11/2021,Nusa Tenggara Timur,66,1,126,Nusa Tenggara,48718,5411321,111.07,12.2,1925.78,0.18,0.0277,0.7759,0.58,
3/11/2021,Papua,153,15,428,Papua,319036,4340348,13.6,35.25,4227.31,3.46,0.013,0.5497,0.85,15
3/11/2021,Papua Barat,37,0,18,Papua,102955,1140701,11.08,32.44,6808.09,0,0.0164,0.9136,1.23,1
3/11/2021,Riau,111,1,50,Sumatera,87024,6074100,69.8,18.27,5339.06,0.16,0.0243,0.9413,1.04,0.5
3/11/2021,Sulawesi Barat,8,0,8,Sulawesi,16787,1559984,92.93,5.13,3405.8,0,0.0205,0.8229,,1
3/11/2021,Sulawesi Selatan,108,2,212,Sulawesi,46717,9426885,201.78,11.46,6155.27,0.21,0.0151,0.9316,0.49,1
3/11/2021,Sulawesi Tengah,33,0,62,Sulawesi,61841,2955567,47.79,11.17,3557.35,0,0.0253,0.8453,0.85,0
3/11/2021,Sulawesi Tenggara,14,0,21,Sulawesi,38068,2635461,69.23,5.31,3847.14,0,0.0198,0.9315,2.8,1
3/11/2021,Sulawesi Utara,3,0,17,Sulawesi,13892,2641884,190.17,1.14,5742.49,0,0.0329,0.7997,0.13,1
3/11/2021,Sumatera Barat,87,1,104,Sumatera,42013,5519245,131.37,15.76,5432.81,0.18,0.022,0.9434,0.86,1
3/11/2021,Sumatera Selatan,37,3,35,Sumatera,91592,8217551,89.72,4.5,2006.68,0.37,0.0469,0.871,0.59,0.43
3/11/2021,Sumatera Utara,92,2,93,Sumatera,72981,14874889,203.82,6.18,1727.95,0.13,0.0337,0.8693,1.02,
3/12/2021,Aceh,6,1,7,Sumatera,57956,5247257,90.54,1.14,1842.3,0.19,0.0401,0.8199,0.32,
3/12/2021,Bali,197,12,216,Nusa Tenggara,5780,4216171,729.43,46.72,8678.49,2.85,0.0275,0.9127,1.26,2
3/12/2021,Banten,484,6,83,Jawa,9663,10722374,1109.64,45.14,2944.87,0.56,0.0293,1.0269,9.88,6
3/12/2021,Bengkulu,27,0,13,Sumatera,19919,1999539,100.38,13.5,2561.59,0,0.0293,0.9209,2.45,1
3/12/2021,DKI Jakarta,1872,50,1263,Jawa,664,10846145,16334.31,172.6,32982.78,4.61,0.0168,0.9626,1.07,2
3/12/2021,Daerah Istimewa Yogyakarta,203,0,170,Jawa,3133,3631015,1158.9,55.91,8217.81,0,0.0242,0.8097,1.59,0
3/12/2021,Gorontalo,23,0,27,Sulawesi,11257,1180651,104.88,19.48,4151.95,0,0.0284,0.916,,0
3/12/2021,Jambi,29,0,2,Sumatera,50058,3493357,69.79,8.3,1635.39,0,0.0137,0.773,3.22,1
3/12/2021,Jawa Barat,1224,47,1774,Jawa,35378,45161325,1276.55,27.1,5116.77,1.04,0.0129,0.8507,1.41,5.88
3/12/2021,Jawa Tengah,497,32,755,Jawa,32801,36364072,1108.64,13.67,4435.28,0.88,0.0437,0.7048,1.96,2.46
3/12/2021,Jawa Timur,339,15,417,Jawa,47803,40479023,846.78,8.37,3309.34,0.37,0.0694,0.8891,0.99,1
3/12/2021,Kalimantan Barat,23,0,32,Kalimantan,147307,5422814,36.81,4.24,933.83,0,0.0065,0.8855,0.55,1
3/12/2021,Kalimantan Selatan,199,3,72,Kalimantan,38744,4023049,103.84,49.46,5948.97,0.75,0.0318,0.8727,1.02,1.5
3/12/2021,Kalimantan Tengah,62,4,175,Kalimantan,153565,2570289,16.74,24.12,5823.47,1.56,0.0241,0.8691,1.32,0.5
3/12/2021,Kalimantan Timur,207,9,356,Kalimantan,129067,3552191,27.52,58.27,16717.57,2.53,0.0236,0.8833,0.47,1
3/12/2021,Kalimantan Utara,137,0,357,Kalimantan,75468,648407,8.59,211.29,16037.77,0,0.0151,0.839,2.98,0
3/12/2021,Kepulauan Bangka Belitung,63,4,60,Sumatera,16424,1379767,84.01,45.66,5729.23,2.9,0.0156,0.9164,1.17,4
3/12/2021,Kepulauan Riau,3,0,13,Sumatera,8202,1929400,235.24,1.55,4582.77,0,0.025,0.9579,0.17,1
3/12/2021,Lampung,42,8,99,Sumatera,34624,9095591,262.7,4.62,1447.51,0.88,0.0522,0.8969,0.91,1.6
3/12/2021,Maluku,10,0,7,Maluku,46914,1847097,39.37,5.41,3878.52,0,0.0151,0.92,1.11,1
3/12/2021,Maluku Utara,1,0,0,Maluku,31983,1307803,40.89,0.76,3171.73,0,0.0277,0.8416,,0
3/12/2021,Nusa Tenggara Barat,1,1,0,Nusa Tenggara,18572,5270247,283.77,0.19,1690.43,0.19,0.0383,0.8143,,
3/12/2021,Nusa Tenggara Timur,128,1,29,Nusa Tenggara,48718,5411321,111.07,23.65,1949.43,0.18,0.0275,0.7693,1.94,1
3/12/2021,Papua,55,0,30,Papua,319036,4340348,13.6,12.67,4239.98,0,0.013,0.5496,0.36,0
3/12/2021,Papua Barat,28,0,41,Papua,102955,1140701,11.08,24.55,6832.64,0,0.0163,0.9156,0.76,1
3/12/2021,Riau,58,4,50,Sumatera,87024,6074100,69.8,9.55,5348.61,0.66,0.0244,0.9411,0.52,4
3/12/2021,Sulawesi Barat,4,0,71,Sulawesi,16787,1559984,92.93,2.56,3408.37,0,0.0205,0.8356,0.5,1
3/12/2021,Sulawesi Selatan,133,5,163,Sulawesi,46717,9426885,201.78,14.11,6169.38,0.53,0.0152,0.9323,1.23,2.5
3/12/2021,Sulawesi Tengah,47,1,31,Sulawesi,61841,2955567,47.79,15.9,3573.26,0.34,0.0253,0.8445,1.42,
3/12/2021,Sulawesi Tenggara,0,0,4,Sulawesi,38068,2635461,69.23,0,3847.14,0,0.0198,0.9318,0,1
3/12/2021,Sulawesi Utara,2,0,19,Sulawesi,13892,2641884,190.17,0.76,5743.25,0,0.0329,0.8008,0.67,1
3/12/2021,Sumatera Barat,57,4,48,Sumatera,42013,5519245,131.37,10.33,5443.14,0.72,0.0221,0.9432,0.66,4
3/12/2021,Sumatera Selatan,33,4,31,Sumatera,91592,8217551,89.72,4.02,2010.7,0.49,0.047,0.8711,0.89,1.33
3/12/2021,Sumatera Utara,83,4,79,Sumatera,72981,14874889,203.82,5.58,1733.53,0.27,0.0338,0.8696,0.9,2
3/13/2021,Aceh,14,0,0,Sumatera,57956,5247257,90.54,2.67,1844.96,0,0.0401,0.8187,2.33,0
3/13/2021,Bali,158,4,145,Nusa Tenggara,5780,4216171,729.43,37.47,8715.97,0.95,0.0275,0.9127,0.8,0.33
3/13/2021,Banten,248,0,85,Jawa,9663,10722374,1109.64,23.13,2968,0,0.029,1.0215,0.51,0
3/13/2021,Bengkulu,3,0,10,Sumatera,19919,1999539,100.38,1.5,2563.09,0,0.0293,0.9223,0.11,1
3/13/2021,DKI Jakarta,1034,10,577,Jawa,664,10846145,16334.31,95.33,33078.11,0.92,0.0168,0.9614,0.55,0.2
3/13/2021,Daerah Istimewa Yogyakarta,188,3,259,Jawa,3133,3631015,1158.9,51.78,8269.59,0.83,0.0241,0.8133,0.93,
3/13/2021,Gorontalo,51,1,23,Sulawesi,11257,1180651,104.88,43.2,4195.14,0.85,0.0283,0.9112,2.22,
